name,power_state,guest_os,os_category,ip_address,hostname,vcenter_path,vcenter_url,datacenter,cpus,memory_gb,VI.ENV,VI.LANDSCAPE,VI.OWNER,VI.PURPOSE,VI.TIER,App_Name,Description,Owner,deployment,cmdb_uuid,tags
apfha01p,poweredOn,Red Hat Enterprise Linux 6 (64-bit),linux,,,/PHX1-THRYV-DC/vm/LINUX_SERVERS/AUS_APF/apfha01p,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,POC,AUS APF,Tammy Strawderman,APF,Non-Production,,,,,vmw-vm-78b2a81b-9242-5ca2-8284-5744104935ac,
as-gem1,poweredOn,CentOS 7 (64-bit),linux,10.6.22.247,as-gem1.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/as-gem1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,4.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-74b8a432-5ca4-5e89-9658-e16854c9e968,
as-gem2,poweredOn,CentOS 7 (64-bit),linux,10.6.32.169,as-gem2.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/as-gem2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,4.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-bf661b0c-388b-5abf-a55b-78a475e5f509,
as-jenkins,poweredOn,CentOS 6 (64-bit),linux,10.6.35.88,as-jenkins.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Jenkins/as-jenkins,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,6.0,QA,Jenkins,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-f84e5f0e-f7a0-5c2b-971d-7dcf77451ad7,
as-jenkins-slv1,poweredOn,Red Hat Enterprise Linux 5 (64-bit),linux,10.6.37.117,as-jenkins-slv1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Jenkins/as-jenkins-slv1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,QA,Jenkins,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-d9553a99-cd16-50bb-b010-ae0f6756eccc,
as-jenkins-slv2,poweredOn,CentOS 4/5 (64-bit),linux,10.6.36.189,as-jenkins-slv2.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Jenkins/as-jenkins-slv2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,1.0,QA,Jenkins,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-a7f05e10-026b-59f4-9057-548e71af3598,
as-jenkins-slv3,poweredOn,CentOS 6 (64-bit),linux,10.6.36.151,as-jenkins-slv3.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Jenkins/as-jenkins-slv3,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,QA,Jenkins,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-8e17649c-aeaa-589e-84f2-641a1f2d909d,
astroman-monitor,poweredOn,CentOS 6 (64-bit),linux,10.6.23.13,astroman-monitor.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman-monitor,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,1.8,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-47b68b65-5b84-5dcc-b0e9-95cecf90b8e9,
astroman-perf,poweredOn,CentOS 6 (64-bit),linux,10.6.39.140,astroman-perf.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/astroman-perf,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,DEV,Astroman,Waldo Flores,Consumer Search,Non-Production,,,,,vmw-vm-eae8c95c-7556-514a-b83e-4d22d33318d4,
astroman002,poweredOn,CentOS 4/5 (64-bit),linux,10.6.35.165,astroman002.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman002,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,40.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-06ebd0a9-017a-58b1-8d56-5adddd94b69f,
astroman003,poweredOn,CentOS 4/5 (64-bit),linux,10.6.32.130,astroman003.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman003,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-542f00fa-f40b-5a9b-9310-1d04290fff49,
astroman004,poweredOn,CentOS 4/5 (64-bit),linux,10.6.33.125,astroman004.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman004,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,36.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-2f01ee8c-0e6a-5a65-8da4-d5ce87a16251,
astroman005,poweredOn,CentOS 4/5 (64-bit),linux,10.6.35.76,astroman005.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman005,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,36.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-30ad7988-ef53-5365-b884-0de588962967,
astroman006,poweredOn,CentOS 6 (64-bit),linux,10.6.35.1,astroman006.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman006,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,3,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-fd511f53-da6d-5b8b-a75c-4088031742cf,
astroman010,poweredOn,CentOS 6 (64-bit),linux,10.6.34.39,astroman010.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman010,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-a99e8f00-01df-5225-9213-68409903f63a,
astroman011,poweredOn,CentOS 6 (64-bit),linux,10.6.35.24,astroman011.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman011,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-4412fcde-5aef-519b-9949-bd7d058e7443,
astroman012,poweredOn,CentOS 6 (64-bit),linux,10.6.34.114,astroman012.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman012,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-0eb6b62c-7f0a-541d-a5d4-758711df329f,
astroman013,poweredOn,CentOS 6 (64-bit),linux,10.6.32.187,astroman013.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman013,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-dadb2319-bb9c-536b-aaa2-f003cdf20e8c,
astroman014,poweredOn,CentOS 6 (64-bit),linux,10.6.33.98,astroman014.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman014,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-c13d6bc0-bc58-5130-a5b9-8dcfa4aa64c3,
astroman015,poweredOn,CentOS 6 (64-bit),linux,10.6.33.247,astroman015.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman015,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-65389abd-ebdb-5e34-81bb-4b8df5cde959,
astroman016,poweredOn,CentOS 6 (64-bit),linux,10.6.35.56,astroman016.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman016,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-c48058da-17af-5145-afb9-9c04bf04fdfb,
astroman017,poweredOn,CentOS 6 (64-bit),linux,10.6.33.53,astroman017.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman017,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-8b9279f9-f60e-5cb6-adcd-a0c64a29137c,
astroman018,poweredOn,CentOS 6 (64-bit),linux,10.6.33.63,astroman018.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman018,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-803236fe-db00-5a6f-8244-90070ed1702e,
astroman019,poweredOn,CentOS 6 (64-bit),linux,10.6.35.61,astroman019.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/astroman019,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,32.0,PROD,Astroman,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-004987e3-aad1-5d3c-b41f-ed602e1d9133,
atlantis-api1,poweredOn,CentOS 6 (64-bit),linux,10.6.23.69,atlantis-api1.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/atlantis-api1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,4.0,PROD,Atlantis,Wei Du,Consumer Search,Production,,,,,vmw-vm-fa368364-7ce3-5471-9707-e321e8c50265,
atlantis-api2,poweredOn,CentOS 6 (64-bit),linux,10.6.23.0,atlantis-api2.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/atlantis-api2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,4.0,PROD,Atlantis,Wei Du,Consumer Search,Production,,,,,vmw-vm-51c3ebe0-d22e-5712-bb12-fb4cf57d2198,
atlantis-api2-qa1,poweredOn,CentOS 4/5 (64-bit),linux,10.6.25.128,atlantis-api2-qa1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/atlantis-api2-qa1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,4.0,QA,Atlantis,Wei Du,Consumer Search,Non-Production,,,,,vmw-vm-621bd59a-a1f7-54c2-983a-d5b24f8c4eb9,
autodeploy,poweredOn,CentOS 6 (64-bit),linux,10.6.22.224,autodeploy.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Sre_tools/autodeploy,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,PROD,SRE Tools Autodeploy,James Martin,Consumer Search,Production,,,,,vmw-vm-3483681b-88d5-5b30-ab58-6f8a86f7d35b,
autodeploy-db1,poweredOn,CentOS 4/5 (64-bit),linux,10.6.33.77,autodeploy-db1.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Sre_tools/autodeploy-db1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,8.0,PROD,AutoDeploy - DB,Shakir Mustafa,Oracle DB,Production,,,,,vmw-vm-1f32dd06-cb46-55c5-86cd-171320039378,
autodeploy1,poweredOn,Red Hat Enterprise Linux 5 (64-bit),linux,10.6.22.155,autodeploy1.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Sre_tools/autodeploy1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,10.0,PROD,SRE Tools,James Martin,Autodeploy,Production,,,,,vmw-vm-c9f491e9-a4db-5b5b-a1da-d348eaf6e212,
autosys-prod,poweredOn,Red Hat Enterprise Linux 5 (64-bit),linux,10.6.32.234,autosys-prod.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Autosys/autosys-prod,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,PROD,Autosys,Joe Lorkowski,Autosys,Production,,,,,vmw-vm-6b39bb3f-c326-508a-a61d-858e728b3f13,
autosys-qa1,poweredOn,Red Hat Enterprise Linux 5 (64-bit),linux,10.6.38.106,autosys-qa1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/TBM/autosys-qa1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,QA,Autosys,Joe Lorkowski,Autosys,Non-Production,,,,,vmw-vm-5aebc4f3-17c1-57e2-81e8-13b3451d8ff0,
autosys-qa2,poweredOn,Red Hat Enterprise Linux 5 (64-bit),linux,10.6.33.173,autosys-qa2.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/TBM/autosys-qa2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,PROD,Unknown,Joe Lorkowski,Autosys,Production,,,,,vmw-vm-2bda19a4-8209-59d9-8231-238a530023b1,
autosys1,poweredOn,Red Hat Enterprise Linux 5 (64-bit),linux,10.6.34.151,autosys1.wc1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Autosys/autosys1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,31.5,PROD,Autosys,Joe Lorkowski,Autosys,Production,,,,,vmw-vm-126f057a-79e9-5449-bead-775177f05c3b,
autosysqa1,poweredOn,Red Hat Enterprise Linux 5 (64-bit),linux,10.6.33.16,autosysqa1.np.wc1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Autosys/autosysqa1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,4.0,QA,Unknown,Joe Lorkowski,Autosys,Non-Production,,,,,vmw-vm-736950c4-450d-5e08-870c-dde7436ea026,
autosysqa2,poweredOn,Red Hat Enterprise Linux 5 (64-bit),linux,10.6.33.172,autosysqa2.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/TBM/autosysqa2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,4080.0,PROD,Unknown,Joe Lorkowski,Autosys,Production,,,,,vmw-vm-6d6f6d82-8312-5a26-b93b-b684927392d2,
avi-controller-01,poweredOn,Ubuntu Linux (64-bit),linux,10.5.106.59,avi-controller-01-corp-pvt,/PHX1-THRYV-DC/vm/NETWORK/Avi/avi-controller-01,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,26,84.0,PROD,Unknown,Josh Marceaux,AVI,Production,,,,,vmw-vm-a26bf42c-9cfc-5b38-a1bf-969eb9e1cf07,
avi-controller-02,poweredOn,Ubuntu Linux (64-bit),linux,10.5.106.60,avi-controller-02-corp-pvt,/PHX1-THRYV-DC/vm/NETWORK/Avi/avi-controller-02,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,26,84.0,PROD,Unknown,Josh Marceaux,AVI,Production,,,,,vmw-vm-5389cbf3-9b6c-5ee7-8f66-9793deb0eddb,
avi-controller-03,poweredOn,Ubuntu Linux (64-bit),linux,10.5.106.61,avi-controller-03-corp-pvt,/PHX1-THRYV-DC/vm/NETWORK/Avi/avi-controller-03,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,26,84.0,PROD,Unknown,Josh Marceaux,AVI,Production,,,,,vmw-vm-35d0a486-e6b3-57ab-86c4-317a591662bb,
bamboo1,poweredOn,CentOS 4/5 (64-bit),linux,10.6.33.18,bamboo1.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/bamboo1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,8,16.0,PROD,Bamboo,Jacob Peterman,Consumer Search,Production,,,,,vmw-vm-d3a89b61-8738-5954-8380-9bf0b296bec1,
bds-stage.prod.st1.yellowpages.com-Screamtest_TSM-375130_01-28-26,poweredOff,Red Hat Enterprise Linux 5 (64-bit),linux,,bds-stage.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/SCREAMTEST/bds-stage.prod.st1.yellowpages.com-Screamtest_TSM-375130_01-28-26,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,STAGE,BDS,Waldo Flores,Consumer Search,Non-Production,,,,,vmw-vm-871a4304-e5d9-5fef-876c-6eaf2ece2627,
bds.prod.st1.yellowpages.com-Screamtest_TSM-425075_03-25-26,poweredOff,Red Hat Enterprise Linux 5 (64-bit),linux,,bds.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/SCREAMTEST/bds.prod.st1.yellowpages.com-Screamtest_TSM-425075_03-25-26,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,PROD,BDS,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-61ed58b9-4162-562d-8bbc-96f578d0438c,
bds1,poweredOn,Oracle Linux 7 (64-bit),linux,10.6.22.177,bds1.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bds1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,4.0,PROD,BDS,Waldo Flores,Consumer Search,Production,,,,,vmw-vm-d65c4b3a-4fa7-5c9d-b287-ef8a00ca077d,
bento-scripts,poweredOn,CentOS 4/5 (64-bit),linux,10.6.22.76,bento-scripts.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento-scripts,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-2dcb1e82-77f6-55d5-bdb1-5b753b56a685,
bento-test,poweredOn,CentOS 6 (64-bit),linux,10.6.23.201,bento-test.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Bento/bento-test,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,48.0,TEST,Bento,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-92313fd9-da6b-54e0-8f16-46518f1cdf84,
bento1,poweredOn,CentOS 6 (64-bit),linux,10.6.33.255,bento1.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,18,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-3ddfd4c9-5a67-5635-9538-7455908dc868,
bento10,poweredOn,CentOS 6 (64-bit),linux,10.6.32.244,bento10.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento10,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-f5686409-b2d2-5c7c-833e-a04d6fc42131,
bento11,poweredOn,CentOS 6 (64-bit),linux,10.6.35.198,bento11.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento11,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-cd5adc4b-b56d-554a-9554-bef3f3974860,
bento12,poweredOn,CentOS 6 (64-bit),linux,10.6.35.90,bento12.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento12,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-071c02df-f5ea-502f-90b8-8e54e0ef7772,
bento13,poweredOn,CentOS 6 (64-bit),linux,10.6.35.42,bento13.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento13,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-f7e32ab4-82a4-51bd-ae39-f3365432b4e8,
bento14,poweredOn,CentOS 6 (64-bit),linux,10.6.34.56,bento14.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento14,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-1fab97fd-40fc-5788-b782-d426d4bd8564,
bento15,poweredOn,CentOS 6 (64-bit),linux,10.6.33.183,bento15.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento15,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-ec76ea3e-1d2a-58c2-88c0-f5d537f56ee0,
bento16,poweredOn,CentOS 6 (64-bit),linux,10.6.33.37,bento16.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento16,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-1651264b-9577-5103-a86c-f87efb01211c,
bento17,poweredOn,CentOS 6 (64-bit),linux,10.6.33.240,bento17.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento17,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-baf17962-1059-5434-9c3a-835c515509e5,
bento18,poweredOn,CentOS 6 (64-bit),linux,10.6.33.45,bento18.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento18,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-5f68335c-e370-5527-bff7-9f27a7f33442,
bento19,poweredOn,CentOS 6 (64-bit),linux,10.6.35.30,bento19.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento19,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-1e43b219-4881-51b3-962b-62cd05210353,
bento2,poweredOn,CentOS 4/5 (64-bit),linux,10.6.33.234,bento2.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,48.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-43ffc4c3-86bd-58a0-8f46-8659fee23057,
bento20,poweredOn,CentOS 6 (64-bit),linux,10.6.35.97,bento20.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento20,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-4b5bfa92-4978-5eb8-a524-e80725527cdb,
bento21,poweredOn,CentOS 6 (64-bit),linux,10.6.33.92,bento21.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/bento21,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,18,50.0,PROD,Unknown,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-268c5585-2890-53b9-9f96-f56af3459576,
bento3,poweredOn,CentOS 4/5 (64-bit),linux,10.6.33.168,bento3.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento3,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,48.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-cef878e6-4653-5dd3-997d-98d134d47fc6,
bento4,poweredOn,CentOS 4/5 (64-bit),linux,10.6.35.171,bento4.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento4,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,48.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-9ddd48ed-fd2e-57cd-a0dd-8026d99090d0,
bento5,poweredOn,CentOS 4/5 (64-bit),linux,10.6.33.9,bento5.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento5,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,48.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-dcb5a10f-7d23-5619-9e0b-c4742063be2f,
bento6,poweredOn,CentOS 6 (64-bit),linux,10.6.33.11,bento6.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento6,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-a1b9fb54-85c6-5639-9d8f-c66eb131d349,
bento7,poweredOn,CentOS 6 (64-bit),linux,10.6.32.224,bento7.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Prod/bento7,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,16,50.0,PROD,Bento,David Vazgenovich Shakaryan,Consumer Search,Production,,,,,vmw-vm-991842ce-93af-5199-b45b-bbfc76dc0405,
